Content,File Name,True Value,Predicted Value,Folder,Source,Date,Perf,direction,point
"Çarşamba günü hafif satıcılı bir seyir izleyen hisse senedi piyasasında BIST100 Endeksinin günü %0,65'lik kayıpla 2,002 seviyesinden tamamladığını görüyoruz.Son günlerde yukarı yönlü çabaların zayıf kaldığını söyleyebileceğimiz piyasada, XBA NK Endeksindeki %2,71'lik yükselişe rağmen, XUSIN Endeksinin %1,29 değer kaybettiğini görüyoruz. Dolayısıyla 2,020/40 bölgesindeki ilk önemli direnci aşmakta zorlanan piyasanın 2,000 puandaki önemli desteğe doğru geri çekildiğini söyleyebiliriz. Önümüzdeki süreçte ise, 2,020/40 direnç aralığı geçilmedikçe piyasadaki aşağı eğilimli sıkışık seyrin devam etme ihtimalini yüksek görüyoruz. İlk önemli destek olarak izlediğimiz 2,000 bölgesinin aşağı yönde kırılması halinde ise, gerileme eğiliminin 1,920/40 aralığına doğru devam riskini yüksek görüyoruz.Yukarı yönde baktığımızda ise, yükseliş çabalarının güçlenebilmesi için öncelikle 2,040 üzerinde kalıcı hareketler oluşması gerektiğini söyleyebiliriz. Ana direnç olarak ise, 2,100 bölgesi önemini koruyor. Destekler: 2,000- 1,970- 1,940- 1,920 Dirençler: 2,020- 2,040- 2,070- 2,100- 2,150 ",yapikredi_03.02.2022_312.txt,0,0,neg,yapikredi,2022-02-03,-1.89,1,1.89
"BIST-100 dün küresel piyasalardaki tedirginlik ve %11in üzerinde gelen Şubat ayı enflasyonunun etkisiyle günü %2nin üzerinde kayıpla kapattı. En sertsatışlar günlük kaybın %4e yaklaştığı banka hisselerinde görüldü. Yeni güne başlarken ABD vadelilerin dünkü kayıplarını kısmen telafi ettiği, yurt dışında nispeten iyimser bir hava olduğu görülüyor. BIST-100de de güne hafif alıcılı bir seyirle başlanacağını düşünüyoruz.",akbank_04.02.2022_313.txt,1,1,pos,akbank,2022-02-04,-1.32,-1,-1.32
"Perşembe günü satıcılı bir seyir izleyen hisse senedi piyasasında BIST100 Endeksinin günü %2,21'lik kayıpla 1,957 seviyesinden tamamladığını görüyoruz. Son günlerde görece pozitif haber akışına güçlü tepkiler üretemeyen ve 2,020/40 aralığındaki önemli direncinin üzerine çıkmayı başaramayan piyasada dün itibarıyla satış baskısının etkisini artırdığını görüyoruz Genel olarak baktığımızda ise, 2,400-1,700 düzeltmesini büyük bir üçgen formu içinde konsolide etmekte olduğunu düşündüğümüz piyasada, bu formun geçerliliğini koruyabilmesi için dün başlayan gerileme eğiliminin 1,920/40 bölgesi üzerinde bir destek bulabilmesi gerektiğini söyleyebiliriz. Böyle bir durumda da, bahsettiğimiz üçgen formunun sonlanmasına yönelik değişik olasılıklar bulunsa da, piyasada 2,020/40 direncini yukarı yönde aşmaya yönelik yeni bir toparlanma çabasının daha etkili olabileceğini düşünüyoruz Diğer taraftan 1,920/40 aralığının destek olarak korunamaması halinde ise, aşağı yönlü olasılıkların artabileceğini düşünecek ve öncelikle 1,900 olmak üzere 1,870 seviyelerinin ajandaya girme riskinin artacağını düşüneceğiz. Destekler: 1,940- 1,920- 1,900- 1,870 Dirençler: 1,975- 2,020- 2,040- 2,070- 2,100 ",yapikredi_04.02.2022_311.txt,0,0,neg,yapikredi,2022-02-04,-1.32,1,1.32
"Geçtiğimiz hafta yurt dışı tarafta hisse senetlerinin genelde hafif satıcılı olduğunu gördük. Enflasyonist baskılar yükseliş eğilimin koruyan enerji fiyatları ile kendini hissettirirken, ABD 10 yıllık tahvil faizinin bir ay sonra yeniden 1,90a ulaşması hatta hafta içerisinde bu seviyeyi geçmesi hisse senedi tarafına olumsuz yansıdı. Geçtiğimiz hafta piyasalar açısından yurt içinde de en önemli gelişme kuşkusuz Ocak ayı enflasyonunun beklentiden bir miktar üzerinde gelmesi ve güçlü banka kârları açıklanmasıydı. Hafta başında olumlu ayrışan bankalar hafta sonunda satış baskısından etkilense de haftayı yükselişle kapatmayı başardı. Bankalarla birlikte geçen hafta GYOlarda bir miktar olumlu ayrışma gösterdi. Yeni haftada şirket kârları ve yurt dışı piyasalar takip edilecek. ABD endeks vadelileri haftaya hafif alıcılı başladı. BIST tarafında yatay açılış bekliyoruz.",akbank_07.02.2022_312.txt,1,1,pos,akbank,2022-02-07,2.8,1,2.8
"Yukarı atakların geçtiğimiz hafta 2,020/2,040 hedef direnç bandını aşma denemelerinde zayıf kaldığı piyasada, kısa vadeli baskı devam ediyor. Haftayı -% 1.99 oranında değer kaybıyla tamamlayan piyasada, haftanın ilk işlem gününde 1,920 seviyesini seans içi ilk önemli destek noktası olarak izlemeyi sürdürüyoruz. Endekste 1,920 üzerinde dengelenmeyi başaracak hareketler, daha kısa vadeli periyotta 1,920/2,000 bandında yatay bir seyir oluşturacaktır. Endeksin geçtiğimiz hafta etkisini arttıran satış baskısı içerisinde yeni bir yukarı hareket oluşturabilmesi için 2,000 ara direnç noktasının aşılması gerektiğini düşünüyoruz. Bu durumunda kısa vadeli hareketin ana direnç noktası olan 2,100 seviyesi yeniden hedeflenebilir. 1,920 desteğinin kritik önemini koruduğu piyasada bu seviye altına gerileyecek hareketlerin ise 1,880 ve 1,830 risklerini gündeme getirebileceğini göz önünde bulunduruyoruz. Destekler: 1,920 - 1,900 - 1,880 Dirençler: 1,950 - 1,975 - 2,000 ",yapikredi_07.02.2022_310.txt,0,0,neg,yapikredi,2022-02-07,2.8,-1,-2.8
Aylık en düşük kayıp Borsa İstanbul'da,haberler_8.2.2022.txt,0,0,neg,haberler,2022-02-08,0.43,-1,-0.43
"Kısa vadeli teknik yapı içerisinde ana direnç noktası olarak aldığımız 2,100 seviyesinin oluşturduğu aşağı baskıyı haftanın ilk işlem gününde 1,920 hedef destek noktası üzerinde karşılamayı başaran piyasada, seans içi tepki alımları ön plana çıkıyor. Günü % 2.77 oranında değer artışıyla tamamlayan piyasada, gün içerisinde ilk önemli direnç noktası olarak 2,000 seviyesini izlemeyi sürdürüyoruz. Endeksin aşağı baskı içerisinde oluşan yükseliş denemelerinde güç kazanması ve yeni bir yukarı hareket oluşturabilmesi için 2,000 ara direnç noktasının aşılması gerektiğini düşünüyoruz. Bu durumunda kısa vadeli hareketin ana direnç noktası olan 2,100 seviyesi yeniden hedeflenebilir. 1,920 desteğinin kısa vadeli teknik yapıda kritik önemini koruduğu piyasada, bu seviye üzerindeki hareketler yukarı atakları sürdürecektir. Destekler: 1,975 - 1,950 - 1,920 Dirençler: 2,000 - 2,035 - 2,040 ",yapikredi_08.02.2022_309.txt,1,1,pos,yapikredi,2022-02-08,0.43,1,0.43
"Dün açılış sonrası 1.910 seviyesine kadar geri çekilen BIST-100 endeksi, özellikle önceki aylarda borsayı sürükleyen döviz kazancı güçlü şirketlerin yeniden öne çıkmasıyla günü %2,8 artışla kapattı. Sektörler bazında demir/çelik ve havayolu şirketleri dikkat çekti. Gün içerisinde eksi %5lere kadar gerileyen banka hisseleri de olumlu eğilime ayak uydurup günü artıda kapatmayı başardı. Dün ABD tarafında ise olumlu bir açılış ama kapanışa yakın saatlerde jeopolitik risk kaygılarıyla baskın çıkan satıcılı bir seyir söz konusuydu. BIST-100ün de ABDdeki güçlü açılıştan olumlu etkilendiğini ancak saat farkı nedeniyle sonraki zayıflığın bugünkü fiyatlamalarda gözlenebileceğini düşünüyoruz. Bununla birlikte dün geride kalan banka hisselerinde bugün hafif alımlarla endeksin olumlu eğilimi korumasını bekliyoruz.",akbank_08.02.2022_311.txt,1,1,pos,akbank,2022-02-08,0.43,1,0.43
"BIST-100 petrokimya ve banka hisselerinin öne çıktığı bir yükselişle dün %0,5 artış kaydetti ve yeniden 2000 puan seviyesinin üzerine yerleşti. Dün yurt dışı eğilimlerde de ABD borsaları toparlanma ivmesini korudu. Bu sabah açılışlarında da Asya ve ABD endeks vadelilerin alıcılı olduğu görülüyor. Diğer taraftan FED ve ECBden beklenen parasal sıkılaştırma adımları yurt dışında faizleri yukarı çekiyor. Dün ABD 10 yıllık tahvil faizi %1.90 ile %2,00 aralığında hareket etti. BIST bir yandan yurtdışı taraftaki beklentileri fiyatlarken, diğer taraftan da 4Ç21 bilanço açıklamaları hisse bazlı hareketlere neden oluyor. BISTin güne yukarı eğilimi koruyarak başlamasını bekliyoruz.",akbank_09.02.2022_310.txt,1,1,pos,akbank,2022-02-09,1.0,1,1.0
"Kısa vadeli teknik yapı içerisinde ana direnç olarak aldığımız 2,100 seviyesinin oluşturduğu aşağı baskıyı 1,920 hedef destek noktası üzerinde karşılamayı başaran piyasada, önceki gün başlayan yukarı eğilim etkisini sürdürüyor. Günü % 0.48 oranında değer artışıyla tamamlayan piyasada, gün içerisinde ilk önemli direnç noktası olarak 2,020 seviyesini izliyoruz. Endeksin yükseliş denemelerinde güç kazanması ve yeni bir yukarı hareket oluşturabilmesi için 2,020 ara direnç noktasının aşılması gerektiğini düşünüyoruz. Bu durumunda kısa vadeli hareketin ana direnç noktasını oluşturan 2,100 seviyesi yeniden hedeflenebilir. 1,920 desteğinin kısa vadeli teknik yapıda kritik önemini koruduğu piyasada, bu seviye üzerindeki hareketler endekste yukarı potansiyeli koruyacaktır. Destekler: 1,975 - 1,950 - 1,920 Dirençler: 2,020 - 2,035 - 2,040 ",yapikredi_09.02.2022_308.txt,1,1,pos,yapikredi,2022-02-09,1.0,1,1.0
"Kısa vadeli teknik yapı içerisinde ana destek noktası olarak izlediğimiz 1,920 seviyesini korumayı başaran piyasada, pazartesi günü başlayan yukarı hareket devam ediyor. Günü % 1.78 oranında değer artışıyla tamamlayan piyasada, 2,020 ara direnç noktasının aşılmasıyla yukarı hareketin seans içerisinde güç kazandığını gözlemliyoruz. Seans içi geri çekilmelerde 2,020 seviyesini artık ilk önemli destek noktası olarak izliyoruz. 2,020 üzerindeki hareketlerin devamını getireceği alım eğiliminin ise piyasada 2,100 seviyesinde bulunan kısa vadeli ana direnç noktasını hedeflemeyi sürdüreceğini düşünüyoruz. Şu aşamada yukarı eğilimini koruyan piyasada, bir alt noktada bulunan 2,000 seviyesi üzerinde yükseliş eğilimi etkisini sürecektir. Destekler: 2,020 - 2,000 - 1,980 Dirençler: 2,040 - 2,050 - 2,075 ",yapikredi_10.02.2022_307.txt,1,1,pos,yapikredi,2022-02-10,-0.47,-1,-0.47
"Dün hisse senedi piyasaları gerek yurt içinde gerekse yurt dışında olumlu eğilim sergilediler. Dünkü güçlü kapanışlar sonrası ABD endeks vadelileri yeni güne de hafif artıda başladı. Dün BİSTde de demir/çelik, havacılık ve otomotiv hisseleri olumlu ayrışmaya devam etti. Ayrıca bankalarda da hisse bazlı olumlu ayrışan bankalar oldu. Bugün borsanın gündeminde önemli bir haber akışı bulunmuyor. Endeksin dünkü güçlü hareketi sonrası hafif kâr realizasyonu ile güne başlaması sonrasında yurt dışını takip etmesi olası görünüyor.",akbank_10.02.2022_309.txt,1,1,pos,akbank,2022-02-10,-0.47,-1,-0.47
"Kısa vadeli teknik yapı içerisinde ana destek noktası olarak izlediğimiz 1,920 seviyesini korumayı başaran piyasada, pazartesi günü başlayan yukarı hareketin dün zayıflama sinyali ürettiğini gözlemliyoruz. Global piyasalara kıyasla güçlü bir seyrin oluştuğu ve günü - % 0.20 oranında hafif bir değer kaybıyla tamamlayan piyasada, seans içi geri çekilmelerde 2,000 seviyesini ilk önemli destek noktası olarak izliyoruz. 2,000 üzerindeki hareketlerin devamını getireceği alım eğiliminin ise piyasada 2,100 seviyesinde bulunan kısa vadeli ana direnç noktasını hedeflemeyi sürdüreceğini düşünüyoruz. Şu aşamada yukarı potansiyelini koruyan piyasada, 2,000 üzerindeki hareketler yükseliş eğilimini sürdürecektir. Bu seviye altındaki olası hareketleri ise piyasada yeniden zayıflama sinyali olarak değerlendiriyoruz. Destekler: 2,020 - 2,000 - 1,980 Dirençler: 2,040 - 2,050 - 2,075 ",yapikredi_11.02.2022_306.txt,1,1,pos,yapikredi,2022-02-11,1.38,1,1.38
DAP Gayrimenkul halka arz ediliyor,haberler_11.2.2022.txt,1,1,pos,haberler,2022-02-11,1.38,1,1.38
"Dün beklentinin hafif üzerinde gelen ABD enflasyon verisi olmasa da sonrasında faiz politikasına ilişkin FED içerisinden gelen şahin açıklamalar ABD hisse senedi endekslerine %1,5-2 aralığında satışlar getirdi. Bu sabah itibarıyla satış baskısının ABD endeks vadeliler ve Asya piyasalarında da sürdüğü görülüyor. Dün BISTte ise Telekom ve Petrokimya hisselerinin endeksi tutmaya çalıştığı buna karşılık diğer otomotiv ve demir çelik hisselerindeki kâr satışları nedeniyle endeksin hafif gerilediği bir gün oldu. Hafta sonuna girerken piyasanın gündeminde yurtdışı piyasalar ile Hazine Bakanının hafta sonu açıklayacağı yeni ekonomik ve finansal tedbirlere dair beklentiler olacaktır. Yurtdışının etkisiyle BISTin haftanın son günü bir miktar satıcılı hareket etmesini bekliyoruz.",akbank_11.02.2022_308.txt,0,0,neg,akbank,2022-02-11,1.38,-1,-1.38
"BIST-100 endeksi geçtiğimiz haftayı %5,5 artışla 2.050 puan seviyesinin üzerinde kapattı. Sektörler bazında, petrokimya, turizm-havacılık, dayanıklı tüketim ve demir-çelik ön plana çıkıyor. Bankalar ise geçen hafta olumlu dördüncü çeyrek sonuçlarına rağmen ortalama %2,7 getiri ile geride kaldı. Yurt dışı tarafta ise Rusya-Nato gerginliği çerçevesinde riskler fiyatlanmaya çalışılıyor. Belirsizliklerle Cuma günü ABD borsaları %2-3 aralığında sert düşüşler yaşadı. Düşüş BIST kapanışı sonrası geldiğinden bu haftaya olumsuz etkisi olabilir. Yeni haftanın başında da satış eğiliminin ABD vadelileri ve Asya piyasalarında devam ettiği görülüyor. Belirsizlik nedeniyle petrol fiyatının da artarak Brent petrolde 96 doları bulduğu izleniyor. Yeni hafta başında BISTin de yurt dışı belirsizlikten olumsuz etkilenmesi ve bir miktar geri çekilme yaşanması beklenebilir.",akbank_14.02.2022_307.txt,0,0,neg,akbank,2022-02-14,-1.14,1,1.14
"Kısa vadeli teknik yapı içerisinde ana destek noktası olarak izlediğimiz 1,920 seviyesini korumayı başaran piyasada, geçtiğimiz hafta yukarı hareket hakim oldu. Global piyasalara kıyasla güçlü bir seyrin hakim olduğu ve haftayı % 5.52 oranında değer artışıyla tamamlayan endekste, seans içi geri çekilmelerde 2,000 seviyesini ilk önemli destek noktası olarak izliyoruz. 2,000 üzerindeki hareketlerin devamını getireceği alım eğiliminin ise piyasada 2,100 seviyesinde bulunan kısa vadeli ana direnç noktasını hedeflemeyi sürdüreceğini düşünüyoruz. Ancak endekste güçlü bir yükseliş trendinin onaylanabilmesi için 2,100 direncinin aşılması gerekiyor. Şu aşamada yukarı potansiyelini koruyan piyasada, 2,000 üzerindeki hareketler yükseliş eğilimini sürdürecektir. Bu seviye altındaki olası hareketleri ise piyasada yeniden 1,920 ana desteğine yönelik zayıflama sinyali olarak değerlendireceğiz. Destekler: 2,020 - 2,000 - 1,980 Dirençler: 2,050 - 2,075 - 2,100 ",yapikredi_14.02.2022_305.txt,1,1,pos,yapikredi,2022-02-14,-1.14,-1,-1.14
"Kısa vadeli teknik yapı içerisinde ana destek noktası olarak izlediğimiz 1,920 seviyesini korumayı başararak yukarı hareketin hakim olduğu BIST'de, haftanın ilk işlem gününde artan jeopolitik riskler kapsamında global piyasalara paralel olarak satış baskısı hakim oldu. Haftanın ilk işlem günü -% 2.39 oranında değer kaybıyla tamamlayan endekste, seans içi geri çekilmelerde 1,975 seviyesini ilk önemli destek noktası olarak izliyoruz. 1,975 üzerindeki hareketlerin devamını getireceği alım eğiliminin ise ilk etapta 2,050, ardından piyasada ana direnç konumunda bulunan 2,100 seviyesini hedeflemeyi sürdüreceğini düşünüyoruz. Ancak endekste güçlü bir yükseliş trendinin onaylanabilmesi için 2,100 direncinin aşılması gerekiyor. Şu aşamada 2,050 direncinin oluşturduğu aşağı hareketlerde, 1,975 desteğini yakından izliyoruz. Bu seviye altındaki olası hareketleri ise piyasada yeniden 1,920 ana desteğine yönelik zayıflama sinyali olarak değerlendireceğiz. Destekler: 2,020 - 2,000 - 1,980 Dirençler: 2,050 - 2,075 - 2,100 ",yapikredi_15.02.2022_304.txt,1,1,pos,yapikredi,2022-02-15,1.49,1,1.49
"Küresel jeopolitik risk algısının ön plana çıkması riskleri artırıyor. Nato-Rusya belirsizliği hisse senetlerinde düşüşlere neden olurken, gıda, emtia ve enerji fiyatları artış eğilimini koruyor. Dün ABD hisse endeksleri günü genelde ekside tamamlarken, bu sabahki işlemlerde kayıpların telafi edildiği ve Asya borsalarının da karışık eğilim gösterdiği görülüyor. Dün BIST-100de açılışta sert satışlarla hızlı bir geri çekilme yaşadı. Sonrasında gelen alımlar endeksi yeniden 2.000 seviyesinin üzerine taşıdı. Haftanın ikinci işlem gününde yurt dışı taraftaki seyir piyasa üzerinde etkili olmaya devam edecek. Yurt dışında bu sabah gözlediğimiz toparlanma eğilimini dikkate aldığımızda BISTin güne alıcılı başlayacağını, ancak gün içerisinde yur tdışı gelişmelerin öne çıkacağını düşünüyoruz.",akbank_15.02.2022_306.txt,0,0,neg,akbank,2022-02-15,1.49,-1,-1.49
"Endekste haftanın ikinci işlem gününde 2,000 seviyesi üzerinde oluşan yukarı hareket kapsamında, % 1.81 oranında değer artışı gerçekleşti. Global piyasalara paralel oluşan yukarı hareketin ardından, endeksin güne alım eğiliminin devamıyla başlayacağını düşünüyoruz. Kısa vadeli teknik yapı içerisinde ana destek noktası olarak izlediğimiz 1,920 desteği üzerinde oluşan yukarı hareketin ilk önemli direnç noktası olarak 2,050 seviyesini izliyoruz. Endeksin yukarı ataklarında güç kazanabilmesi için 2,050 ara direncinin aşılması gerekiyor. Bu durumda bir üst noktada bulunan ve kısa vadeli ana direnç noktası olarak izlediğimiz 2,100 seviyesinin test edilebileceğini düşünüyoruz. Ancak endekste güçlü bir yükseliş trendinin onaylanabilmesi için 2,100 direncinin aşılması gerekiyor. Şu aşamada seans içi hareketin 2,000 üzerinde yukarı eğilimi sürdüreceğini düşünüyoruz. Yükselişin güç kazanması ise 2,050 üzerinde gündeme gelecektir. Destekler: 2,020 - 2,000 - 1,980 Dirençler: 2,050 - 2,075 - 2,100 ",yapikredi_16.02.2022_303.txt,1,1,pos,yapikredi,2022-02-16,-0.41,-1,-0.41
